P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
E-KOS-05-063,Thalaha,Morang,Eastern,0.01,0.09,5.10,8.77,6.93,0.16,0.3352,Low
E-SAG-15-050,ItahariBishnupur,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3350,Low
W-LUM-47-023,Gadakot,Palpa,Western,0.02,0.05,5.32,2.66,3.99,0.16,0.3349,Low
E-SAG-15-017,Belhichapena,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3349,Low
E-KOS-06-008,Basantapur,Sunsari,Eastern,0.01,0.06,5.04,6.06,5.55,0.16,0.3347,Low
W-GAN-40-028,Mijuredanda,Kaski,Western,0.03,0.04,7.44,0.00,3.72,0.16,0.3346,Low
W-GAN-39-031,Kyakmi,Syangja,Western,0.02,0.06,5.20,4.88,5.04,0.16,0.3344,Low
W-LUM-50-074,Thunhiya,Kapilbastu,Western,0.01,0.07,6.84,6.64,6.74,0.16,0.3343,Low
E-KOS-05-023,Hasandaha,Morang,Eastern,0.01,0.12,5.10,8.77,6.93,0.16,0.3332,Low
C-JAN-20-053,Tosramkhola,Sindhuli,Central,0.04,0.02,5.19,6.55,5.87,0.16,0.3329,Low
W-LUM-48-040,Mithukaram,Nawalparasi,Western,0.04,0.03,5.61,3.51,4.56,0.16,0.3325,Low
E-SAG-15-049,InarwaFulbariya,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3325,Low
E-SAG-15-005,Bakdhuwa,Saptari,Eastern,0.01,0.09,1.17,6.67,3.92,0.16,0.3325,Low
E-SAG-15-088,Pakari,Saptari,Eastern,0.02,0.07,1.17,6.67,3.92,0.16,0.3323,Low
E-KOS-06-042,Purbakusaha,Sunsari,Eastern,0.01,0.08,5.04,6.06,5.55,0.16,0.3320,Low
E-SAG-15-008,Banarjhula,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3306,Low
M-RAP-56-040,TulsipurN. P.,Dang,Mid-Western,0.00,0.53,5.41,5.62,5.51,0.16,0.3299,Low
W-LUM-50-032,Harduona,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.16,0.3299,Low
E-KOS-05-007,Banigama,Morang,Eastern,0.01,0.09,5.10,8.77,6.93,0.16,0.3299,Low
E-SAG-15-082,Manraja,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3294,Low
E-SAG-15-044,Hanumannagar,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3288,Low
E-KOS-06-003,Amahibelaha,Sunsari,Eastern,0.01,0.07,5.04,6.06,5.55,0.16,0.3288,Low
E-SAG-15-092,Patthargada,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3282,Low
E-KOS-05-008,Baradanga,Morang,Eastern,0.01,0.12,5.10,8.77,6.93,0.16,0.3280,Low
C-JAN-20-027,KhangSang,Sindhuli,Central,0.02,0.03,5.19,6.55,5.87,0.16,0.3275,Low
W-LUM-50-028,Gauri,Kapilbastu,Western,0.01,0.04,6.84,6.64,6.74,0.16,0.3274,Low
E-KOS-05-053,Sijuwa,Morang,Eastern,0.01,0.11,5.10,8.77,6.93,0.16,0.3270,Low
E-SAG-12-049,SisneriMahadevsthan,Okhaldhunga,Eastern,0.02,0.04,6.22,5.83,6.02,0.16,0.3267,Low
M-RAP-56-036,Sonpur,Dang,Mid-Western,0.01,0.14,5.41,5.62,5.51,0.16,0.3264,Low
W-GAN-36-052,Samagaun,Gorkha,Western,0.11,0.01,6.44,5.21,5.83,0.16,0.3263,Low
E-KOS-06-031,Laukahi,Sunsari,Eastern,0.01,0.05,5.04,6.06,5.55,0.16,0.3263,Low
W-LUM-50-029,Gotihawa,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.16,0.3261,Low
E-SAG-15-094,Pipra(West),Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.16,0.3261,Low
E-SAG-15-089,Pansera,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3257,Low
W-LUM-50-004,Balaramwapur,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.16,0.3245,Low
E-SAG-15-113,Tikuliya,Saptari,Eastern,0.03,0.03,1.17,6.67,3.92,0.16,0.3243,Low
E-SAG-15-070,Lalapatti,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3242,Low
W-GAN-37-050,Samibhanjyang,Lamjung,Western,0.06,0.02,5.98,3.20,4.59,0.16,0.3240,Low
E-KOS-05-030,Jhurkiya,Morang,Eastern,0.00,0.12,5.10,8.77,6.93,0.16,0.3239,Low
W-GAN-39-017,Chisapani(Magyam),Syangja,Western,0.02,0.04,5.20,4.88,5.04,0.16,0.3237,Low
E-KOS-06-032,Madhelee,Sunsari,Eastern,0.01,0.08,5.04,6.06,5.55,0.16,0.3237,Low
E-SAG-15-012,Barsain(Ko.),Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3233,Low
E-SAG-15-101,Rautahat,Saptari,Eastern,0.03,0.04,1.17,6.67,3.92,0.16,0.3232,Low
E-KOS-05-034,Kerabari,Morang,Eastern,0.00,0.18,5.10,8.77,6.93,0.16,0.3228,Low
W-GAN-37-028,Ghanpokhara,Lamjung,Western,0.03,0.03,5.98,3.20,4.59,0.16,0.3227,Low
E-SAG-15-075,Mahadeva,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3219,Low
W-GAN-37-029,Ghermu,Lamjung,Western,0.05,0.02,5.98,3.20,4.59,0.16,0.3215,Low
E-SAG-15-107,SimrahaSigiyoun,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3211,Low
E-SAG-14-044,Valayadanda,Udayapur,Eastern,0.01,0.09,2.56,4.04,3.30,0.16,0.3211,Low
E-KOS-06-033,Madhesa,Sunsari,Eastern,0.01,0.06,5.04,6.06,5.55,0.16,0.3202,Low
E-SAG-15-028,Dadha,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3200,Low
W-GAN-40-040,Sardikhola,Kaski,Western,0.03,0.04,7.44,0.00,3.72,0.16,0.3198,Low
W-LUM-48-055,Rakuwa,Nawalparasi,Western,0.04,0.02,5.61,3.51,4.56,0.16,0.3197,Low
E-SAG-15-062,Kataiya,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3195,Low
E-SAG-15-001,Arnaha,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3194,Low
E-SAG-12-033,Okhaldhunga,Okhaldhunga,Eastern,0.01,0.05,6.22,5.83,6.02,0.16,0.3186,Low
E-SAG-15-019,Bhangaha,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.16,0.3186,Low
E-SAG-15-064,Khojpur,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.16,0.3186,Low
W-GAN-37-053,Sindure,Lamjung,Western,0.06,0.01,5.98,3.20,4.59,0.16,0.3180,Low
E-KOS-06-014,Chadwela,Sunsari,Eastern,0.01,0.07,5.04,6.06,5.55,0.15,0.3172,Low
W-GAN-37-035,Karapu,Lamjung,Western,0.04,0.02,5.98,3.20,4.59,0.15,0.3169,Low
W-LUM-50-063,Rajpur,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.15,0.3168,Low
W-LUM-50-039,Kajarhawa,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.15,0.3165,Low
E-SAG-15-021,Bhutahi,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.15,0.3165,Low
E-SAG-15-026,Brahmapur,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.15,0.3163,Low
W-GAN-37-047,Puranokot,Lamjung,Western,0.07,0.01,5.98,3.20,4.59,0.15,0.3158,Low
W-LUM-50-050,Malwar,Kapilbastu,Western,0.01,0.06,6.84,6.64,6.74,0.15,0.3158,Low
E-SAG-12-031,Mulkharka,Okhaldhunga,Eastern,0.02,0.03,6.22,5.83,6.02,0.15,0.3156,Low
W-GAN-39-055,Taksar,Syangja,Western,0.03,0.02,5.20,4.88,5.04,0.15,0.3153,Low
W-LUM-48-061,Ruchang,Nawalparasi,Western,0.03,0.03,5.61,3.51,4.56,0.15,0.3148,Low
W-DHA-44-048,Shivalaya,Parbat,Western,0.01,0.13,6.75,2.48,4.62,0.15,0.3147,Low
E-KOS-05-031,Kaseni,Morang,Eastern,0.01,0.08,5.10,8.77,6.93,0.15,0.3145,Low
W-GAN-37-056,Taghring,Lamjung,Western,0.03,0.02,5.98,3.20,4.59,0.15,0.3141,Low
W-LUM-50-057,Parsohiya,Kapilbastu,Western,0.01,0.04,6.84,6.64,6.74,0.15,0.3140,Low
E-KOS-05-011,Bhaudaha,Morang,Eastern,0.01,0.07,5.10,8.77,6.93,0.15,0.3140,Low
W-GAN-38-021,Firfire,Tanahu,Western,0.02,0.03,6.43,4.04,5.24,0.15,0.3132,Low
E-SAG-15-061,Kanchanpur,Saptari,Eastern,0.01,0.08,1.17,6.67,3.92,0.15,0.3127,Low
E-SAG-15-007,Banainiya,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.15,0.3126,Low
W-LUM-50-044,Kushhawa,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.15,0.3125,Low
W-GAN-37-041,Nalma,Lamjung,Western,0.04,0.02,5.98,3.20,4.59,0.15,0.3124,Low
W-GAN-37-005,Bangre,Lamjung,Western,0.04,0.02,5.98,3.20,4.59,0.15,0.3117,Low
W-LUM-50-027,Ganeshpur,Kapilbastu,Western,0.01,0.07,6.84,6.64,6.74,0.15,0.3115,Low
E-SAG-15-054,Jhutaki,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.15,0.3112,Low
E-KOS-06-035,Madhyeharsahi,Sunsari,Eastern,0.01,0.06,5.04,6.06,5.55,0.15,0.3111,Low
W-LUM-50-023,Dubiya,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.15,0.3106,Low
W-LUM-50-066,Sauraha,Kapilbastu,Western,0.01,0.04,6.84,6.64,6.74,0.15,0.3100,Low
E-SAG-15-004,Bairawa,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.15,0.3100,Low
E-SAG-15-084,Mohanpur,Saptari,Eastern,0.02,0.06,1.17,6.67,3.92,0.15,0.3099,Low
E-SAG-15-096,Prasabani,Saptari,Eastern,0.01,0.06,1.17,6.67,3.92,0.15,0.3096,Low
E-SAG-15-073,Madhawapur,Saptari,Eastern,0.01,0.06,1.17,6.67,3.92,0.15,0.3082,Low
E-SAG-15-086,Negada,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.15,0.3081,Low
E-SAG-12-047,Shreechaur,Okhaldhunga,Eastern,0.02,0.03,6.22,5.83,6.02,0.15,0.3074,Low
W-LUM-50-002,Ajigara,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.15,0.3069,Low
E-SAG-12-016,Harkapur,Okhaldhunga,Eastern,0.02,0.03,6.22,5.83,6.02,0.15,0.3064,Low
W-LUM-48-054,Rakachuli,Nawalparasi,Western,0.02,0.05,5.61,3.51,4.56,0.15,0.3062,Low
E-KOS-05-059,Takuwa,Morang,Eastern,0.01,0.08,5.10,8.77,6.93,0.15,0.3061,Low
E-SAG-15-025,Boriya,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.15,0.3056,Low
E-SAG-15-077,Mainasahasrabahu,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.15,0.3051,Low
E-SAG-14-016,Jogidaha,Udayapur,Eastern,0.01,0.07,2.56,4.04,3.30,0.15,0.3051,Low
E-SAG-15-068,Koiladi,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.15,0.3051,Low
W-LUM-47-037,Khaliban,Palpa,Western,0.01,0.06,5.32,2.66,3.99,0.15,0.3042,Low
M-RAP-56-010,Gangaparaspur,Dang,Mid-Western,0.01,0.11,5.41,5.62,5.51,0.15,0.3038,Low
E-SAG-12-041,Raniban,Okhaldhunga,Eastern,0.03,0.02,6.22,5.83,6.02,0.15,0.3030,Low
W-LUM-50-052,Milmi,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.15,0.3029,Low
E-KOS-06-052,Tanamuna,Sunsari,Eastern,0.01,0.06,5.04,6.06,5.55,0.15,0.3022,Low
E-SAG-15-057,Kabilash,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.15,0.3020,Low
E-SAG-15-066,Ko. Madhepura,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.15,0.3020,Low
W-LUM-48-027,Hupsekot,Nawalparasi,Western,0.02,0.04,5.61,3.51,4.56,0.15,0.3018,Low
E-SAG-12-019,Kalikadevi,Okhaldhunga,Eastern,0.03,0.02,6.22,5.83,6.02,0.15,0.3013,Low
E-KOS-05-001,Amahibariyati,Morang,Eastern,0.01,0.06,5.10,8.77,6.93,0.15,0.3007,Low
W-LUM-50-013,Bhalubari,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.15,0.3006,Low
E-SAG-15-112,Theliya,Saptari,Eastern,0.01,0.06,1.17,6.67,3.92,0.15,0.3004,Low
E-SAG-12-010,Bilandu,Okhaldhunga,Eastern,0.02,0.02,6.22,5.83,6.02,0.15,0.3002,Low
E-SAG-14-036,Sundarpur,Udayapur,Eastern,0.02,0.06,2.56,4.04,3.30,0.15,0.2999,Low
W-LUM-50-012,Bhagwanpur,Kapilbastu,Western,0.01,0.06,6.84,6.64,6.74,0.15,0.2997,Low
M-BHE-57-025,Kohalpur,Banke,Mid-Western,0.00,0.37,6.60,8.17,7.39,0.15,0.2995,Low
E-SAG-15-100,Rampurjamuwa,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.15,0.2994,Low
E-SAG-15-015,Bathanaha,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.15,0.2983,Low
E-SAG-15-111,Terahota,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.15,0.2977,Low
E-SAG-15-018,Bhagawatpur,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.14,0.2971,Low
E-KOS-05-018,Dangraha,Morang,Eastern,0.01,0.06,5.10,8.77,6.93,0.14,0.2965,Low
E-SAG-12-020,Kaptigaun(Khigikati),Okhaldhunga,Eastern,0.03,0.02,6.22,5.83,6.02,0.14,0.2959,Low
W-LUM-47-059,Siluwa,Palpa,Western,0.01,0.05,5.32,2.66,3.99,0.14,0.2957,Low
W-LUM-50-061,Ramnagar,Kapilbastu,Western,0.01,0.06,6.84,6.64,6.74,0.14,0.2956,Low
E-KOS-05-022,Haraicha,Morang,Eastern,0.01,0.07,5.10,8.77,6.93,0.14,0.2954,Low
E-SAG-15-095,Portaha,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2941,Low
E-SAG-14-030,Risku,Udayapur,Eastern,0.01,0.08,2.56,4.04,3.30,0.14,0.2937,Low
E-SAG-15-115,Trikola,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2934,Low
W-GAN-40-012,Ghachok,Kaski,Western,0.03,0.03,7.44,0.00,3.72,0.14,0.2929,Low
E-SAG-15-105,Sankarpura,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.14,0.2928,Low
E-SAG-15-035,Didhawa,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.14,0.2927,Low
E-KOS-05-006,Baijanathpur,Morang,Eastern,0.01,0.06,5.10,8.77,6.93,0.14,0.2926,Low
E-KOS-05-062,Tetariya,Morang,Eastern,0.01,0.06,5.10,8.77,6.93,0.14,0.2921,Low
M-RAP-56-009,Gadhawa,Dang,Mid-Western,0.00,0.12,5.41,5.62,5.51,0.14,0.2911,Low
W-LUM-50-009,Basantapur,Kapilbastu,Western,0.01,0.03,6.84,6.64,6.74,0.14,0.2909,Low
M-RAP-56-023,Narayanpur,Dang,Mid-Western,0.00,0.17,5.41,5.62,5.51,0.14,0.2908,Low
E-KOS-05-055,Sisabanibadahara,Morang,Eastern,0.01,0.05,5.10,8.77,6.93,0.14,0.2907,Low
W-LUM-50-016,Bishunpur,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.14,0.2905,Low
W-GAN-39-016,Chinnebas,Syangja,Western,0.01,0.05,5.20,4.88,5.04,0.14,0.2899,Low
E-SAG-15-060,Kamalpur,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2896,Low
W-GAN-39-029,Kichnas,Syangja,Western,0.01,0.05,5.20,4.88,5.04,0.14,0.2896,Low
E-SAG-15-056,Joginiya-2,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.14,0.2893,Low
E-SAG-15-055,Joginiya-1,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.14,0.2889,Low
W-LUM-50-051,Manpur,Kapilbastu,Western,0.01,0.04,6.84,6.64,6.74,0.14,0.2889,Low
E-KOS-05-029,Jhorahat,Morang,Eastern,0.01,0.06,5.10,8.77,6.93,0.14,0.2883,Low
W-LUM-47-046,Mityal,Palpa,Western,0.02,0.05,5.32,2.66,3.99,0.14,0.2878,Low
E-KOS-06-022,Gautampur,Sunsari,Eastern,0.01,0.04,5.04,6.06,5.55,0.14,0.2875,Low
E-SAG-15-072,Lohajara,Saptari,Eastern,0.01,0.06,1.17,6.67,3.92,0.14,0.2874,Low
E-KOS-06-048,Simariya,Sunsari,Eastern,0.01,0.06,5.04,6.06,5.55,0.14,0.2870,Low
E-SAG-15-087,Odraha,Saptari,Eastern,0.02,0.05,1.17,6.67,3.92,0.14,0.2868,Low
E-SAG-15-046,Hariharpur,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2866,Low
E-SAG-15-103,Rupnagar,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2862,Low
W-GAN-39-054,Sworek,Syangja,Western,0.01,0.05,5.20,4.88,5.04,0.14,0.2860,Low
E-SAG-15-098,Ramnagar,Saptari,Eastern,0.03,0.03,1.17,6.67,3.92,0.14,0.2859,Low
M-RAP-56-031,Satbariya,Dang,Mid-Western,0.00,0.14,5.41,5.62,5.51,0.14,0.2857,Low
E-SAG-15-065,Khokhsarparbaha,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2853,Low
E-SAG-15-003,Badagama,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2853,Low
W-GAN-39-013,Chapakot,Syangja,Western,0.01,0.05,5.20,4.88,5.04,0.14,0.2849,Low
E-SAG-15-048,Inarwa,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.14,0.2848,Low
W-LUM-50-077,Udayapur,Kapilbastu,Western,0.01,0.04,6.84,6.64,6.74,0.14,0.2847,Low
W-GAN-38-036,Raipur,Tanahu,Western,0.01,0.04,6.43,4.04,5.24,0.14,0.2843,Low
W-GAN-37-039,Maling,Lamjung,Western,0.05,0.01,5.98,3.20,4.59,0.14,0.2838,Low
E-SAG-15-011,Baramajhiya,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.14,0.2831,Low
W-LUM-50-067,Shipanagar,Kapilbastu,Western,0.01,0.05,6.84,6.64,6.74,0.14,0.2826,Low
M-BHE-57-034,Phatepur,Banke,Mid-Western,0.00,0.17,6.60,8.17,7.39,0.14,0.2819,Low
W-GAN-39-019,DarsingDahathum,Syangja,Western,0.01,0.07,5.20,4.88,5.04,0.14,0.2817,Low
W-GAN-40-003,Bhachok,Kaski,Western,0.04,0.02,7.44,0.00,3.72,0.14,0.2817,Low
E-SAG-12-043,Rawadolu,Okhaldhunga,Eastern,0.03,0.02,6.22,5.83,6.02,0.14,0.2800,Low
W-GAN-40-027,Mauja,Kaski,Western,0.05,0.01,7.44,0.00,3.72,0.14,0.2798,Low
W-LUM-50-046,Lalpur,Kapilbastu,Western,0.01,0.04,6.84,6.64,6.74,0.14,0.2793,Low
W-GAN-39-040,Pauwegaude,Syangja,Western,0.02,0.03,5.20,4.88,5.04,0.14,0.2793,Low
E-SAG-15-009,Banaula,Saptari,Eastern,0.02,0.03,1.17,6.67,3.92,0.14,0.2791,Low
W-GAN-39-004,Arukharka,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.14,0.2790,Low
E-SAG-15-034,Dhodhanpur,Saptari,Eastern,0.01,0.06,1.17,6.67,3.92,0.14,0.2787,Low
W-GAN-40-020,Lahachok,Kaski,Western,0.02,0.03,7.44,0.00,3.72,0.14,0.2785,Low
C-JAN-20-044,Ratnawati,Sindhuli,Central,0.02,0.03,5.19,6.55,5.87,0.14,0.2780,Low
E-SAG-12-023,KhijiChandeshwori.,Okhaldhunga,Eastern,0.03,0.01,6.22,5.83,6.02,0.14,0.2778,Low
E-SAG-12-005,Baruneshwor,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.14,0.2769,Low
E-SAG-15-114,Tilathi,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.13,0.2755,Low
E-SAG-15-071,Launiya,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.13,0.2749,Low
E-SAG-15-013,Basbalpur,Saptari,Eastern,0.02,0.03,1.17,6.67,3.92,0.13,0.2748,Low
W-LUM-50-007,Baraipur,Kapilbastu,Western,0.01,0.03,6.84,6.64,6.74,0.13,0.2744,Low
E-SAG-15-014,Basbiti,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.13,0.2743,Low
E-SAG-15-051,Jagatpur,Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.13,0.2737,Low
W-LUM-47-065,Wakamalang,Palpa,Western,0.02,0.03,5.32,2.66,3.99,0.13,0.2735,Low
W-GAN-41-003,Dharapani,Manang,Western,0.06,0.01,4.44,2.75,3.60,0.13,0.2731,Low
W-GAN-39-024,Jagatradevi,Syangja,Western,0.01,0.09,5.20,4.88,5.04,0.13,0.2728,Low
E-SAG-15-036,Diman,Saptari,Eastern,0.01,0.04,1.17,6.67,3.92,0.13,0.2726,Low
E-KOS-05-044,Necha,Morang,Eastern,0.01,0.04,5.10,8.77,6.93,0.13,0.2726,Low
E-SAG-15-038,Farseth,Saptari,Eastern,0.02,0.04,1.17,6.67,3.92,0.13,0.2722,Low
W-GAN-40-037,Saimarang,Kaski,Western,0.05,0.01,7.44,0.00,3.72,0.13,0.2721,Low
E-SAG-15-093,Pipra(Purba),Saptari,Eastern,0.01,0.05,1.17,6.67,3.92,0.13,0.2718,Low
E-SAG-15-031,Deurimaruwa,Saptari,Eastern,0.02,0.03,1.17,6.67,3.92,0.13,0.2716,Low
W-GAN-39-034,Malyangkot,Syangja,Western,0.01,0.05,5.20,4.88,5.04,0.13,0.2716,Low
W-GAN-37-010,Bhoje,Lamjung,Western,0.02,0.02,5.98,3.20,4.59,0.13,0.2702,Low
E-KOS-06-046,Sahebgunj,Sunsari,Eastern,0.01,0.04,5.04,6.06,5.55,0.13,0.2694,Low
E-SAG-15-109,Sitapur,Saptari,Eastern,0.01,0.04,1.17,6.67,3.92,0.13,0.2693,Low
M-RAP-56-011,Gobardiya,Dang,Mid-Western,0.00,0.16,5.41,5.62,5.51,0.13,0.2691,Low
E-KOS-05-036,Lakhantari,Morang,Eastern,0.01,0.05,5.10,8.77,6.93,0.13,0.2691,Low
W-GAN-39-038,Pakwadi,Syangja,Western,0.01,0.06,5.20,4.88,5.04,0.13,0.2690,Low
W-GAN-39-018,Chitrebhanjyang,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.13,0.2685,Low
W-LUM-50-068,Shivagadhi,Kapilbastu,Western,0.01,0.07,6.84,6.64,6.74,0.13,0.2681,Low
M-RAP-56-028,Rajpur,Dang,Mid-Western,0.00,0.14,5.41,5.62,5.51,0.13,0.2675,Low
E-KOS-05-042,Motipur,Morang,Eastern,0.01,0.05,5.10,8.77,6.93,0.13,0.2659,Low
E-KOS-06-010,Bhaluwa,Sunsari,Eastern,0.01,0.04,5.04,6.06,5.55,0.13,0.2659,Low
W-LUM-50-071,Sirsihawa,Kapilbastu,Western,0.01,0.04,6.84,6.64,6.74,0.13,0.2656,Low
W-GAN-39-056,Thuladihi,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.13,0.2656,Low
W-GAN-39-035,Manakamana,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.13,0.2640,Low
E-KOS-06-039,Panchakanya,Sunsari,Eastern,0.00,0.17,5.04,6.06,5.55,0.13,0.2622,Low
W-GAN-39-037,Oraste,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.13,0.2614,Low
E-KOS-05-003,Amgachhi,Morang,Eastern,0.01,0.05,5.10,8.77,6.93,0.13,0.2613,Low
M-RAP-56-032,Saudiyar,Dang,Mid-Western,0.00,0.12,5.41,5.62,5.51,0.13,0.2606,Low
W-GAN-39-057,Thumpokhara,Syangja,Western,0.01,0.06,5.20,4.88,5.04,0.13,0.2606,Low
E-SAG-12-055,Ubu,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.13,0.2603,Low
W-LUM-50-037,Jawabhari,Kapilbastu,Western,0.01,0.03,6.84,6.64,6.74,0.13,0.2596,Low
E-SAG-12-053,Thoksel,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.13,0.2588,Low
E-KOS-05-025,Hoklabari,Morang,Eastern,0.01,0.05,5.10,8.77,6.93,0.13,0.2586,Low
E-SAG-12-008,Bhussinga,Okhaldhunga,Eastern,0.02,0.02,6.22,5.83,6.02,0.13,0.2582,Low
E-SAG-12-026,Kuntadevi,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.13,0.2580,Low
E-KOS-10-008,Bhojpur,Bhojpur,Eastern,0.01,0.08,4.67,5.05,4.86,0.13,0.2579,Low
C-JAN-20-048,Solpathana,Sindhuli,Central,0.02,0.02,5.19,6.55,5.87,0.13,0.2578,Low
E-SAG-13-013,Buipa,Khotang,Eastern,0.01,0.05,5.00,3.96,4.48,0.13,0.2569,Low
W-GAN-37-030,Gilunng,Lamjung,Western,0.03,0.02,5.98,3.20,4.59,0.12,0.2559,Low
E-SAG-15-043,Goithi,Saptari,Eastern,0.01,0.04,1.17,6.67,3.92,0.12,0.2545,Low
E-SAG-15-033,Dharampur,Saptari,Eastern,0.01,0.06,1.17,6.67,3.92,0.12,0.2544,Low
W-GAN-40-010,Dhikurpokhari,Kaski,Western,0.01,0.08,7.44,0.00,3.72,0.12,0.2543,Low
E-SAG-11-029,Salleri,Solukhumbu,Eastern,0.01,0.07,1.91,3.06,2.48,0.12,0.2540,Low
M-RAP-56-022,Manpur,Dang,Mid-Western,0.00,0.15,5.41,5.62,5.51,0.12,0.2536,Low
W-GAN-40-006,Chapakot,Kaski,Western,0.02,0.03,7.44,0.00,3.72,0.12,0.2526,Low
E-SAG-12-028,Mamkha,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.12,0.2520,Low
E-SAG-15-053,Jandaul,Saptari,Eastern,0.01,0.04,1.17,6.67,3.92,0.12,0.2510,Low
W-LUM-50-062,Purusottampur,Kapilbastu,Western,0.01,0.03,6.84,6.64,6.74,0.12,0.2500,Low
E-KOS-05-052,Sidharaha,Morang,Eastern,0.01,0.04,5.10,8.77,6.93,0.12,0.2496,Low
W-GAN-39-030,Kuwakot,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.12,0.2494,Low
E-SAG-12-009,Bigutar,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.12,0.2492,Low
W-LUM-47-032,Jhirubas,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.12,0.2489,Low
